id,date,price
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-13,128.44
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-10,127.44
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-09,128.47
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-08,129.2
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-07,126.89
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-06,124.99
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-03,125.68
Europe Brent Spot Price FOB (Dollars per Barrel),2022-06-01,122.2
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-31,125.53
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-30,123.01
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-27,121.19
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-26,119.81
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-25,116.41
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-24,115.77
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-23,115.13
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-20,113.63
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-19,113.22
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-18,110.04
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-17,112.89
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-16,114.86
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-13,112.12
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-12,108.06
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-11,107.7
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-10,102.61
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-09,106.67
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-06,113.86
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-05,112.11
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-04,110.53
Europe Brent Spot Price FOB (Dollars per Barrel),2022-05-03,104.94
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-29,108.36
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-28,105.78
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-27,103.3
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-26,102.89
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-25,99.27
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-22,105.15
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-21,107.2
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-20,105.05
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-19,105.49
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-14,110.83
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-13,108.49
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-12,104.42
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-11,97.92
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-08,101.26
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-07,99.83
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-06,100.81
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-05,106.6
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-04,108.15
Europe Brent Spot Price FOB (Dollars per Barrel),2022-04-01,106.13
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-31,107.29
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-30,115.59
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-29,112.79
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-28,114.5
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-25,122.67
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-24,123.98
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-23,127.52
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-22,121.53
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-21,122.29
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-18,114.32
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-17,113.5
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-16,104.61
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-15,105.14
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-14,110.39
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-11,118.11
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-10,114.54
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-09,116.58
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-08,133.18
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-07,129.02
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-04,123.86
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-03,115.36
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-02,118.94
Europe Brent Spot Price FOB (Dollars per Barrel),2022-03-01,110.93
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-28,103.08
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-25,98.56
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-24,101.29
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-23,99.29
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-22,98.73
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-21,98.95
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-18,96.18
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-17,95.28
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-16,97.44
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-15,98.43
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-14,101.66
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-11,97.5
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-10,96.37
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-09,94.95
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-08,96.07
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-07,97.28
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-04,96.86
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-03,92.99
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-02,91.43
Europe Brent Spot Price FOB (Dollars per Barrel),2022-02-01,90.24
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-31,92.35
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-28,91.47
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-27,90.7
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-26,91.22
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-25,89.49
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-24,87.74
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-21,89.75
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-20,89.75
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-19,89.64
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-18,88.83
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-17,87.82
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-14,87.17
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-13,85.8
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-12,85.83
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-11,84.98
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-10,81.56
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-07,82.28
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-06,81.99
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-05,80.6
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-04,79.39
Europe Brent Spot Price FOB (Dollars per Barrel),2022-01-03,78.25
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-31,77.24
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-30,78.61
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-29,78.63
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-24,75.24
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-23,76.26
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-22,74.69
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-21,72.85
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-20,70.51
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-17,72.97
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-16,74.64
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-15,73.71
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-14,73.37
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-13,74.12
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-10,74.98
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-09,74.1
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-08,75.94
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-07,75.54
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-06,73.38
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-03,70.71
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-02,70.56
Europe Brent Spot Price FOB (Dollars per Barrel),2021-12-01,69.53
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-30,70.86
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-29,73.34
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-26,72.37
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-25,82.05
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-24,82.37
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-23,83.43
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-22,80.97
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-19,80.24
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-18,82.45
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-17,80.67
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-16,82.85
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-15,81.94
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-12,82.9
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-11,83.4
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-10,82.91
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-09,84.52
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-08,83.22
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-05,82.43
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-04,80.15
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-03,81.1
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-02,84.42
Europe Brent Spot Price FOB (Dollars per Barrel),2021-11-01,84.51
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-29,83.1
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-28,83.4
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-27,84.12
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-26,85.11
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-25,84.85
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-22,85.43
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-21,84.58
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-20,85.76
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-19,85.02
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-18,84.13
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-15,84.67
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-14,83.86
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-13,83.53
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-12,83.53
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-11,83.75
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-08,82.17
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-07,82.34
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-06,81.39
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-05,82.72
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-04,81.44
Europe Brent Spot Price FOB (Dollars per Barrel),2021-10-01,79.4
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-30,77.81
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-29,77.86
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-28,78.3
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-27,78.85
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-24,77.42
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-23,76.44
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-22,75.5
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-21,73.65
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-20,73.59
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-17,74.64
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-16,75.14
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-15,74.84
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-14,73.05
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-13,72.97
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-10,72.44
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-09,71.32
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-08,72.36
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-07,71.52
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-06,72.43
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-03,73.07
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-02,73.56
Europe Brent Spot Price FOB (Dollars per Barrel),2021-09-01,71.99
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-31,73.45
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-27,72.26
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-26,70.42
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-25,72.12
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-24,71.21
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-23,69.07
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-20,65.51
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-19,66.8
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-18,68.61
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-17,69.4
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-16,70.07
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-13,70.9
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-12,71.79
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-11,71.99
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-10,71.14
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-09,69.65
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-06,71.02
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-05,72.14
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-04,70.99
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-03,73.24
Europe Brent Spot Price FOB (Dollars per Barrel),2021-08-02,73.91
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-30,77.72
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-29,76.3
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-28,75.09
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-27,74.87
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-26,74.79
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-23,74.86
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-22,74.25
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-21,72.54
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-20,70.03
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-19,69.33
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-16,74.46
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-15,74.53
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-14,75.74
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-13,77.5
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-12,76.77
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-09,77.14
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-08,75.07
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-07,74.31
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-06,75.81
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-05,78.34
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-02,77.51
Europe Brent Spot Price FOB (Dollars per Barrel),2021-07-01,76.69
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-30,76.94
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-29,75.38
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-28,74.78
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-25,76.45
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-24,75.95
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-23,75.22
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-22,74.92
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-21,74.49
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-18,73.1
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-17,72.92
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-16,73.88
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-15,73.38
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-14,72.27
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-11,72.05
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-10,71.65
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-09,71.31
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-08,71.39
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-07,70.89
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-04,71.3
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-03,70.71
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-02,70.6
Europe Brent Spot Price FOB (Dollars per Barrel),2021-06-01,70.03
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-28,69.36
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-27,69.43
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-26,68.93
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-25,68.8
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-24,68.59
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-21,66.72
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-20,65.18
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-19,66.88
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-18,69.01
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-17,69.62
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-14,69.24
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-13,67.36
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-12,69.62
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-11,68.83
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-10,68.61
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-07,68.73
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-06,68.62
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-05,69.71
Europe Brent Spot Price FOB (Dollars per Barrel),2021-05-04,68.91
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-30,67.73
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-29,68.26
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-28,67.08
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-27,66.25
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-26,65.5
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-23,65.75
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-22,65.07
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-21,64.02
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-20,65.34
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-19,66.54
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-16,65.98
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-15,66.13
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-14,66.11
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-13,62.83
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-12,62.38
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-09,61.89
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-08,62.09
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-07,61.86
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-06,61.47
Europe Brent Spot Price FOB (Dollars per Barrel),2021-04-01,63.85
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-31,63.52
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-30,63.28
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-29,64.06
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-26,63.77
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-25,61.21
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-24,63.7
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-23,59.96
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-22,63.89
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-19,64.0
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-18,62.11
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-17,67.73
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-16,67.95
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-15,68.78
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-12,68.87
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-11,69.34
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-10,67.53
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-09,67.03
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-08,68.0
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-05,69.95
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-04,67.32
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-03,64.7
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-02,63.17
Europe Brent Spot Price FOB (Dollars per Barrel),2021-03-01,64.56
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-26,65.86
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-25,66.69
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-24,66.85
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-23,65.16
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-22,64.73
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-19,62.84
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-18,64.09
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-17,65.02
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-16,63.96
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-15,63.58
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-12,62.47
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-11,61.09
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-10,61.17
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-09,60.74
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-08,60.17
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-05,59.48
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-04,58.98
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-03,58.61
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-02,57.62
Europe Brent Spot Price FOB (Dollars per Barrel),2021-02-01,56.42
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-29,55.25
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-28,54.87
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-27,55.07
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-26,55.26
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-25,55.44
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-22,55.22
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-21,55.68
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-20,55.66
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-19,55.38
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-18,54.21
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-15,54.8
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-14,55.76
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-13,55.52
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-12,55.98
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-11,54.84
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-08,55.51
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-07,53.7
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-06,53.8
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-05,53.16
Europe Brent Spot Price FOB (Dollars per Barrel),2021-01-04,50.37
